longitude,latitude,vs30
35.859023113,36.373726207,413.81005859
35.861023113,36.373726207,414.28219604
35.863023113,36.373726207,415.88769531
35.865023113,36.373726207,418.11062622
35.867023113,36.373726207,420.43563843
35.869023113,36.373726207,422.5491333
35.871023113,36.373726207,424.6159668
35.873023113,36.373726207,426.87036133
35.875023113,36.373726207,429.54660034
35.877023113,36.373726207,432.70465088
35.879023113,36.373726207,435.73120117
35.881023113,36.373726207,437.85028076
35.883023113,36.373726207,438.28607178
35.8850231130001,36.373726207,436.40402222
35.8870231130001,36.373726207,432.47640991
35.8890231130001,36.373726207,427.13348389
35.8910231130001,36.373726207,421.00631714
35.8930231130001,36.373726207,414.72439575
35.8950231130001,36.373726207,408.90023804
35.8970231130001,36.373726207,404.13552856
35.8990231130001,36.373726207,401.03192139
35.9010231130001,36.373726207,400.16674805
35.9030231130001,36.373726207,401.59011841
35.9050231130001,36.373726207,404.84048462
35.9070231130001,36.373726207,409.43511963
35.9090231130001,36.373726207,414.89511108
35.9110231130001,36.373726207,420.94528198
35.9130231130001,36.373726207,427.6166687
35.9150231130001,36.373726207,434.96557617
35.9170231130001,36.373726207,443.04858398
35.9190231130001,36.373726207,452.00405884
35.9210231130001,36.373726207,462.16439819
35.9230231130001,36.373726207,473.88998413
35.9250231130001,36.373726207,487.54135132
35.9270231130001,36.373726207,503.42657471
35.9290231130001,36.373726207,521.65148926
35.9310231130001,36.373726207,542.27301025
35.9330231130001,36.373726207,565.3480835
35.9350231130001,36.373726207,590.87426758
35.9370231130001,36.373726207,618.46789551
35.9390231130001,36.373726207,647.59490967
35.9410231130001,36.373726207,677.72088623
35.9430231130001,36.373726207,708.26818848
35.9450231130001,36.373726207,738.17773438
35.9470231130001,36.373726207,766.08911133
35.9490231130001,36.373726207,790.6373291
35.9510231130001,36.373726207,810.50640869
35.9530231130001,36.373726207,825.4453125
35.9550231130001,36.373726207,836.23669434
35.9570231130001,36.373726207,843.70574951
35.9590231130001,36.373726207,848.66882324
35.9610231130001,36.373726207,851.4609375
35.9630231130001,36.373726207,851.69335938
35.9650231130002,36.373726207,848.91772461
35.9670231130002,36.373726207,842.68688965
35.9690231130002,36.373726207,832.91052246
35.9710231130002,36.373726207,820.34417725
35.9730231130002,36.373726207,805.86639404
35.9750231130002,36.373726207,790.35546875
35.9770231130002,36.373726207,774.85644531
35.9790231130002,36.373726207,761.05718994
35.9810231130002,36.373726207,750.80126953
35.9830231130002,36.373726207,745.93200684
35.9850231130002,36.373726207,747.94415283
35.9870231130002,36.373726207,756.09735107
35.9890231130002,36.373726207,768.76898193
35.9910231130002,36.373726207,784.33428955
35.9930231130002,36.373726207,801.19885254
35.9950231130002,36.373726207,818.10546875
35.9970231130002,36.373726207,834.00817871
35.9990231130002,36.373726207,847.86425781
36.0010231130002,36.373726207,858.67437744
36.0030231130002,36.373726207,866.38586426
36.0050231130002,36.373726207,871.86486816
36.0070231130002,36.373726207,876.01513672
36.0090231130002,36.373726207,879.73187256
36.0110231130002,36.373726207,883.43164063
36.0130231130002,36.373726207,886.8112793
36.0150231130002,36.373726207,889.50836182
36.0170231130002,36.373726207,891.16094971
36.0190231130002,36.373726207,891.50982666
36.0210231130002,36.373726207,890.54016113
36.0230231130002,36.373726207,888.27252197
36.0250231130002,36.373726207,884.72741699
36.0270231130002,36.373726207,880.10876465
36.0290231130002,36.373726207,875.32904053
36.0310231130002,36.373726207,871.47186279
36.0330231130002,36.373726207,869.62078857
36.0350231130002,36.373726207,870.6072998
36.0370231130002,36.373726207,873.64581299
36.0390231130002,36.373726207,877.31268311
36.0410231130002,36.373726207,880.18261719
36.0430231130002,36.373726207,880.90484619
36.0450231130002,36.373726207,878.95855713
36.0470231130003,36.373726207,874.34228516
36.0490231130003,36.373726207,867.06237793
36.0510231130003,36.373726207,857.1807251
36.0530231130003,36.373726207,845.96850586
36.0550231130003,36.373726207,835.86993408
36.0570231130003,36.373726207,829.37774658
36.0590231130003,36.373726207,828.94891357
36.0610231130003,36.373726207,835.07189941
36.0630231130003,36.373726207,845.27648926
36.0650231130003,36.373726207,856.84838867
36.0670231130003,36.373726207,867.07598877
36.0690231130003,36.373726207,873.97827148
36.0710231130003,36.373726207,877.30755615
36.0730231130003,36.373726207,877.06756592
36.0750231130003,36.373726207,873.26196289
