longitude,latitude,vs30
36.5473746517,37.3546005715,893.41851807
36.5493746517,37.3546005715,889.12756348
36.5513746517,37.3546005715,883.10131836
36.5533746517,37.3546005715,876.28967285
36.5553746517,37.3546005715,870.38299561
36.5573746517,37.3546005715,867.08203125
36.5593746517,37.3546005715,868.00286865
36.5613746517,37.3546005715,872.99346924
36.5633746517,37.3546005715,880.22851563
36.5653746517,37.3546005715,887.81677246
36.5673746517,37.3546005715,893.87738037
36.5693746517,37.3546005715,897.06262207
36.5713746517,37.3546005715,896.80596924
36.5733746517,37.3546005715,892.60314941
36.5753746517,37.3546005715,883.95330811
36.5773746517,37.3546005715,871.21478271
36.5793746517,37.3546005715,856.72979736
36.5813746517,37.3546005715,843.11981201
36.5833746517,37.3546005715,833.00640869
36.5853746517,37.3546005715,828.23150635
36.5873746517,37.3546005715,827.71014404
36.5893746517,37.3546005715,829.6706543
36.5913746517001,37.3546005715,832.34118652
36.5933746517001,37.3546005715,834.01544189
36.5953746517001,37.3546005715,833.39343262
36.5973746517001,37.3546005715,829.33123779
36.5993746517001,37.3546005715,820.68548584
36.6013746517001,37.3546005715,806.60620117
36.6033746517001,37.3546005715,789.40814209
36.6053746517001,37.3546005715,773.33544922
36.6073746517001,37.3546005715,762.65985107
36.6093746517001,37.3546005715,761.47094727
36.6113746517001,37.3546005715,770.05755615
36.6133746517001,37.3546005715,785.11132813
36.6153746517001,37.3546005715,803.18255615
36.6173746517001,37.3546005715,820.84729004
36.6193746517001,37.3546005715,836.01275635
36.6213746517001,37.3546005715,848.53710938
36.6233746517001,37.3546005715,858.43377686
36.6253746517001,37.3546005715,865.71630859
36.6273746517001,37.3546005715,870.44067383
36.6293746517001,37.3546005715,872.76043701
36.6313746517001,37.3546005715,872.84313965
36.6333746517001,37.3546005715,870.85620117
36.6353746517001,37.3546005715,867.18963623
36.6373746517001,37.3546005715,863.06890869
36.6393746517001,37.3546005715,859.91564941
36.6413746517001,37.3546005715,859.15136719
36.6433746517001,37.3546005715,861.89837646
36.6453746517001,37.3546005715,867.41558838
36.6473746517001,37.3546005715,874.24658203
36.6493746517001,37.3546005715,880.9331665
36.6513746517001,37.3546005715,886.01080322
36.6533746517001,37.3546005715,887.94403076
36.6553746517001,37.3546005715,885.15411377
36.6573746517001,37.3546005715,876.06182861
36.6593746517001,37.3546005715,859.19232178
36.6613746517001,37.3546005715,835.25268555
36.6633746517001,37.3546005715,807.01477051
36.6653746517001,37.3546005715,777.33178711
36.6673746517001,37.3546005715,749.05450439
36.6693746517001,37.3546005715,724.9140625
36.6713746517001,37.3546005715,707.4666748
36.6733746517002,37.3546005715,699.25445557
36.6753746517002,37.3546005715,702.81170654
36.6773746517002,37.3546005715,718.73242188
36.6793746517002,37.3546005715,743.12982178
36.6813746517002,37.3546005715,771.4866333
36.6833746517002,37.3546005715,799.2855835
36.6853746517002,37.3546005715,822.82592773
36.6873746517002,37.3546005715,841.47265625
36.6893746517002,37.3546005715,855.30999756
36.6913746517002,37.3546005715,864.42248535
36.6933746517002,37.3546005715,868.9810791
36.6953746517002,37.3546005715,869.69628906
36.6973746517002,37.3546005715,867.48583984
36.6993746517002,37.3546005715,863.2678833
36.7013746517002,37.3546005715,857.91430664
36.7033746517002,37.3546005715,851.79919434
36.7053746517002,37.3546005715,844.99298096
36.7073746517002,37.3546005715,837.56182861
36.7093746517002,37.3546005715,829.61340332
36.7113746517002,37.3546005715,822.12280273
36.7133746517002,37.3546005715,816.88586426
36.7153746517002,37.3546005715,815.73077393
36.7173746517002,37.3546005715,820.45202637
36.7193746517002,37.3546005715,831.09912109
36.7213746517002,37.3546005715,845.16473389
36.7233746517002,37.3546005715,859.93786621
36.7253746517002,37.3546005715,872.71087646
36.7273746517002,37.3546005715,881.56188965
36.7293746517002,37.3546005715,886.38421631
36.7313746517002,37.3546005715,887.32647705
36.7333746517002,37.3546005715,884.53747559
36.7353746517002,37.3546005715,878.30975342
36.7373746517002,37.3546005715,869.47601318
36.7393746517002,37.3546005715,858.99591064
36.7413746517002,37.3546005715,847.82904053
36.7433746517002,37.3546005715,836.92181396
36.7453746517002,37.3546005715,827.1385498
36.7473746517002,37.3546005715,819.31219482
36.7493746517002,37.3546005715,814.2755127
36.7513746517002,37.3546005715,812.715271
36.7533746517002,37.3546005715,813.74365234
36.7553746517003,37.3546005715,815.51300049
36.7573746517003,37.3546005715,816.16192627
36.7593746517003,37.3546005715,813.90032959
36.7613746517003,37.3546005715,808.42523193
36.7633746517003,37.3546005715,800.84143066
36.7653746517003,37.3546005715,792.30883789
36.7673746517003,37.3546005715,783.96850586
36.7693746517003,37.3546005715,775.97491455
36.7713746517003,37.3546005715,767.03717041
36.7733746517003,37.3546005715,755.74920654
36.7753746517003,37.3546005715,740.70770264
36.7773746517003,37.3546005715,721.17333984
36.7793746517003,37.3546005715,697.94018555
36.7813746517003,37.3546005715,672.01800537
36.7833746517003,37.3546005715,644.41662598
36.7853746517003,37.3546005715,615.96282959
36.7873746517003,37.3546005715,586.79644775
36.7893746517003,37.3546005715,556.89599609
36.7913746517003,37.3546005715,526.23986816
36.7933746517003,37.3546005715,495.14559937
36.7953746517003,37.3546005715,466.03982544
36.7973746517003,37.3546005715,442.15933228
36.7993746517003,37.3546005715,426.74261475
36.8013746517003,37.3546005715,422.64923096
36.8033746517003,37.3546005715,428.6539917
36.8053746517003,37.3546005715,441.04138184
36.8073746517003,37.3546005715,456.06033325
36.8093746517003,37.3546005715,470.02597046
36.8113746517003,37.3546005715,480.63476563
36.8133746517003,37.3546005715,486.89050293
36.8153746517003,37.3546005715,487.8482666
36.8173746517003,37.3546005715,482.57901001
36.8193746517003,37.3546005715,470.96685791
36.8213746517003,37.3546005715,454.08792114
36.8233746517003,37.3546005715,433.11306763
36.8253746517003,37.3546005715,409.21337891
36.8273746517003,37.3546005715,383.59741211
36.8293746517003,37.3546005715,357.56027222
36.8313746517003,37.3546005715,332.40930176
36.8333746517003,37.3546005715,309.45178223
36.8353746517003,37.3546005715,289.73052979
36.8373746517004,37.3546005715,273.29556274
36.8393746517004,37.3546005715,259.96380615
36.8413746517004,37.3546005715,249.55215454
36.8433746517004,37.3546005715,241.82904053
36.8453746517004,37.3546005715,236.26055908
36.8473746517004,37.3546005715,232.19671631
36.8493746517004,37.3546005715,228.98728943
36.8513746517004,37.3546005715,226.02700806
36.8533746517004,37.3546005715,223.19523621
36.8553746517004,37.3546005715,220.66677856
36.8573746517004,37.3546005715,218.62069702
36.8593746517004,37.3546005715,217.22866821
36.8613746517004,37.3546005715,216.5093689
36.8633746517004,37.3546005715,216.33656311
36.8653746517004,37.3546005715,216.57836914
36.8673746517004,37.3546005715,217.10301208
36.8693746517004,37.3546005715,217.78491211
36.8713746517004,37.3546005715,218.50761414
36.8733746517004,37.3546005715,219.15538025
36.8753746517004,37.3546005715,219.6126709
36.8773746517004,37.3546005715,219.81971741
36.8793746517004,37.3546005715,219.84545898
36.8813746517004,37.3546005715,219.77697754
36.8833746517004,37.3546005715,219.70129395
36.8853746517004,37.3546005715,219.81924438
36.8873746517004,37.3546005715,220.75869751
36.8893746517004,37.3546005715,223.24777222
36.8913746517004,37.3546005715,228.01460266
36.8933746517004,37.3546005715,235.62600708
36.8953746517004,37.3546005715,245.64509583
36.8973746517004,37.3546005715,257.2494812
36.8993746517004,37.3546005715,269.61593628
36.9013746517004,37.3546005715,281.96923828
36.9033746517004,37.3546005715,294.05126953
36.9053746517004,37.3546005715,305.91925049
36.9073746517004,37.3546005715,317.63476563
36.9093746517004,37.3546005715,329.24591064
36.9113746517004,37.3546005715,340.51681519
36.9133746517004,37.3546005715,350.94290161
36.9153746517004,37.3546005715,360.0090332
36.9173746517004,37.3546005715,367.20358276
36.9193746517005,37.3546005715,372.19961548
36.9213746517005,37.3546005715,374.94085693
36.9233746517005,37.3546005715,375.39245605
36.9253746517005,37.3546005715,373.52005005
36.9273746517005,37.3546005715,369.38983154
36.9293746517005,37.3546005715,363.30029297
36.9313746517005,37.3546005715,355.58258057
36.9333746517005,37.3546005715,346.56793213
36.9353746517005,37.3546005715,336.6361084
36.9373746517005,37.3546005715,326.34957886
36.9393746517005,37.3546005715,316.31362915
36.9413746517005,37.3546005715,307.13357544
36.9433746517005,37.3546005715,299.35098267
36.9453746517005,37.3546005715,293.11099243
36.9473746517005,37.3546005715,288.40646362
36.9493746517005,37.3546005715,285.22982788
36.9513746517005,37.3546005715,283.56027222
36.9533746517005,37.3546005715,283.23223877
36.9553746517005,37.3546005715,283.99200439
36.9573746517005,37.3546005715,285.58459473
36.9593746517005,37.3546005715,287.76074219
36.9613746517005,37.3546005715,290.38919067
36.9633746517005,37.3546005715,293.45050049
36.9653746517005,37.3546005715,296.9296875
36.9673746517005,37.3546005715,300.81045532
36.9693746517005,37.3546005715,305.01199341
36.9713746517005,37.3546005715,309.35888672
36.9733746517005,37.3546005715,313.66824341
36.9753746517005,37.3546005715,317.75799561
36.9773746517005,37.3546005715,321.64859009
36.9793746517005,37.3546005715,325.82827759
36.9813746517005,37.3546005715,330.85107422
36.9833746517005,37.3546005715,337.27105713
36.9853746517005,37.3546005715,345.59762573
36.9873746517005,37.3546005715,356.17248535
36.9893746517005,37.3546005715,369.29797363
36.9913746517005,37.3546005715,385.27639771
36.9933746517005,37.3546005715,404.16073608
36.9953746517005,37.3546005715,424.45117188
36.9973746517005,37.3546005715,444.05172729
36.9993746517005,37.3546005715,460.86508179
37.0013746517006,37.3546005715,472.95324707
37.0033746517006,37.3546005715,480.09432983
37.0053746517006,37.3546005715,483.11291504
