longitude,latitude,vs30,id_admin2
36.161772853,36.191279243,722.93147501,408.0
36.137038258,36.189533149,380.86763017,408.0
36.164328509,36.2012848,634.67252031,408.0
36.173955887,36.206270209,771.64181115,408.0
36.140426675,36.192488065,381.8387037,408.0
36.167414266,36.211779911,464.31148432,408.0
36.146082781,36.189103334,411.83478554,408.0
36.156233541,36.189748615,610.31958173,408.0
36.166733149,36.199262906,739.43519134,408.0
36.152835727,36.206689758,357.01783257,408.0
36.156866472,36.20767741,373.08560252,408.0
36.156034274,36.208123521,365.37631829,408.0
36.137621249,36.203177564,325.43620525,408.0
36.172747058,36.203183513,788.56510199,408.0
36.164976432,36.201025042,661.25251567,408.0
36.149794838,36.210516985,342.38311314,408.0
36.149818838,36.203920543,352.05484326,408.0
36.165161556,36.190866363,793.79126129,408.0
36.138426807,36.210464292,313.00872533,408.0
36.161985362,36.202107106,536.77151258,408.0
36.171460221,36.199592568,802.56548121,408.0
36.17495166,36.204534929,800.21008316,408.0
36.163215178,36.197288458,670.26068225,408.0
36.17100701,36.202058887,774.80166474,408.0
36.173680189,36.204233656,790.87022613,408.0
36.142609283,36.199805323,350.22094261,408.0
36.139527251,36.210534972,312.86573358,408.0
36.161111106,36.205360474,458.15294175,408.0
36.149392009,36.209535646,341.13762157,408.0
36.168455284,36.208691602,564.63932527,408.0
36.144354997,36.198886526,356.16869625,408.0
36.151244611,36.198038,388.3839052,408.0
36.139618393,36.192415974,380.1959667,408.0
36.14393199,36.207033442,320.79838141,408.0
36.153745266,36.198547476,409.2131896,408.0
36.155303123,36.192022288,544.04011242,408.0
36.162964322,36.198213989,643.92954202,408.0
36.156381477,36.192635805,562.19421064,408.0
36.162425039,36.191737819,734.25426513,408.0
36.148816849,36.194704523,387.5126509,408.0
36.166669623,36.199745799,730.42566301,408.0
36.140636346,36.195966882,366.76702014,408.0
36.167433059,36.207057349,573.92158571,408.0
36.169915105,36.200479893,777.90142983,408.0
36.156427346,36.207263325,371.84543156,408.0
36.143567186,36.209320728,317.34566809,408.0
36.153425899,36.192397288,487.82817917,408.0
36.144375147,36.209231807,320.06053797,408.0
36.145619837,36.191319788,395.85523792,408.0
36.150368174,36.191463745,432.7118711,408.0
36.150400132,36.204303377,353.93018746,408.0
36.163722164,36.198204843,671.37609331,408.0
36.169719564,36.205382901,681.52866074,408.0
36.17709323,36.20736492,787.63797231,408.0
36.144060439,36.199077085,355.05641188,408.0
36.177349516,36.206852234,791.60707364,408.0
36.152465189,36.210077977,348.94856369,408.0
36.162136691,36.199492759,589.01160949,408.0
36.145436767,36.200551951,349.93492962,408.0
36.172676406,36.201152607,803.72267836,408.0
36.149405251,36.210229727,341.02566133,408.0
36.170031893,36.20112973,771.33129825,408.0
36.171587821,36.202572466,777.73150335,408.0
36.160840218,36.204018536,470.42512166,408.0
36.171257334,36.199231805,802.59503832,408.0
36.143037663,36.199296185,353.12903759,408.0
36.138321497,36.192546288,377.15736425,408.0
36.170381778,36.20064755,782.74219961,408.0
36.149873708,36.209075588,343.31252685,408.0
36.160958338,36.207046928,432.33442024,408.0
36.151355706,36.205660562,354.49547499,408.0
36.163156631,36.203628229,545.5106049,408.0
36.141616862,36.190507323,388.98009796,408.0
36.139704728,36.188688696,382.24635003,408.0
36.146070317,36.207278809,328.28950509,408.0
36.176112394,36.211232128,703.9732199,408.0
36.176330148,36.211264498,706.51074393,408.0
36.150828269,36.190990627,446.55187363,408.0
36.162311354,36.197981175,624.24616083,408.0
36.155945438,36.203016037,390.13800726,408.0
36.16996796,36.211154733,549.92255829,408.0
36.166234136,36.198703083,737.68147054,408.0
36.170166801,36.208050093,634.0839467,408.0
36.16013946,36.207889526,409.34248481,408.0
36.156179457,36.190266425,599.28819971,408.0
36.162879527,36.20203502,569.05885237,408.0
36.167832849,36.196823782,786.860918,408.0
36.173643322,36.203828295,794.08761745,408.0
36.167925976,36.198628553,769.42144593,408.0
36.17020869,36.205991038,682.05821125,408.0
36.164177251,36.198976593,673.26230087,408.0
36.169600391,36.201401174,759.73221472,408.0
36.158645383,36.197010096,523.05415862,408.0
36.162143507,36.198348417,610.8670171,408.0
36.161806864,36.198454733,596.24913102,408.0
36.172081137,36.201236011,797.96560481,408.0
36.159641799,36.206197023,418.05572161,408.0
36.16836608,36.20470271,659.9709488,408.0
36.148283695,36.208395213,336.9674116,408.0
36.168871932,36.200903889,754.2900908,408.0
36.172659667,36.205179938,761.9337752,408.0
36.174663821,36.204698857,797.18636383,408.0
36.148612644,36.200408065,358.43836793,408.0
36.165484163,36.206104134,550.94271957,408.0
36.160999545,36.199409928,548.5782833,408.0
36.148834519,36.197108666,374.2171267,408.0
36.168154075,36.206791385,600.7440652,408.0
36.148277505,36.19124516,409.61995329,408.0
36.16419535,36.194235127,749.44180039,408.0
36.140490732,36.204356359,323.58739985,408.0
36.163606285,36.201955359,595.8425197,408.0
36.171621088,36.210833599,610.75211124,408.0
36.147076285,36.193598061,385.77614252,408.0
36.171885551,36.199292706,806.13423274,408.0
36.150607539,36.196260503,394.26456558,408.0
36.15678584,36.191607863,591.75297553,408.0
36.156258219,36.20523011,380.17538614,408.0
36.170475234,36.203742639,736.45703649,408.0
36.152187516,36.201271024,374.22379911,408.0
36.17318249,36.208713525,712.07412281,408.0
36.163190772,36.199577539,626.94666927,408.0
36.175249992,36.207405562,774.35642749,408.0
36.163401346,36.197579711,671.47366615,408.0
36.138266198,36.206280708,313.84805319,408.0
36.164523663,36.19836189,695.6768438,408.0
36.146051428,36.209779613,326.91055135,408.0
36.148792937,36.198942762,365.48919183,408.0
36.147819472,36.197242479,368.91463385,408.0
36.153804,36.21173867,348.35514592,408.0
36.141489927,36.210530612,313.99542146,408.0
36.167278859,36.203693293,657.87393904,408.0
36.144063515,36.207020213,321.25413865,408.0
36.147150419,36.200796983,352.09757431,408.0
36.142058281,36.192002477,387.67356631,408.0
36.16782625,36.200324151,743.96868726,408.0
36.172478618,36.209021082,685.51920651,408.0
36.152774561,36.194857341,439.79467636,408.0
36.170826926,36.200508063,790.05565036,408.0
36.170693092,36.200248739,790.80236042,408.0
36.144274657,36.196061701,370.38391057,408.0
36.153626111,36.209669315,351.73986368,408.0
36.161755876,36.199759227,569.97451473,408.0
36.143884664,36.209246969,318.35379067,408.0
36.172188573,36.203895452,770.8265786,408.0
36.156254833,36.202356251,398.38768533,408.0
36.142194403,36.201898814,339.30984642,408.0
36.169201978,36.200128383,771.21139101,408.0
36.147090165,36.211378271,332.63803798,408.0
36.147705629,36.211053455,334.7490066,408.0
36.152695996,36.204326333,363.22861568,408.0
36.146952407,36.209544776,330.71935099,408.0
36.163910095,36.200891431,628.37609218,408.0
36.16470292,36.202510034,619.44396166,408.0
36.165757359,36.203523541,624.89833513,408.0
36.168938997,36.196529075,798.35310433,408.0
36.148157838,36.195864078,377.02642297,408.0
36.169841254,36.199035766,790.90057677,408.0
36.148336532,36.189294548,430.94830938,408.0
36.14776249,36.196635949,371.55936307,408.0
36.144463883,36.207251186,322.11808171,408.0
36.154543665,36.201137512,391.28494117,408.0
36.166540735,36.201758851,688.14131028,408.0
36.156275334,36.202163782,400.21776129,408.0
36.142392691,36.209109354,314.14377893,408.0
36.156927996,36.193948273,549.78087123,408.0
36.166077616,36.189721564,800.00903481,408.0
36.13766132,36.207558559,311.3146026,408.0
36.141714987,36.206026503,318.37775932,408.0
36.163244576,36.202888161,563.92701694,408.0
36.163596016,36.197227798,684.5835127,408.0
36.170868981,36.19914198,800.07113911,408.0
36.168042849,36.204449615,657.77093673,408.0
36.161740041,36.191973623,713.415576,408.0
36.146673118,36.200055549,353.98329586,408.0
36.16657689,36.192288706,803.71698231,408.0
36.152613919,36.205891078,358.30505319,408.0
36.173787217,36.205582228,777.73081705,408.0
36.143438741,36.188032417,398.0878072,408.0
36.145890476,36.206077336,330.07309613,408.0
36.14025979,36.191312601,384.20192502,408.0
36.155225347,36.198913428,422.82307106,408.0
36.151491887,36.210762342,346.57807864,408.0
36.160564897,36.195038859,623.33978364,408.0
36.145879792,36.206694104,328.59456428,408.0
36.164171322,36.19881717,675.91962219,408.0
36.169884528,36.199545386,787.16945619,408.0
36.152941642,36.204495153,363.65255244,408.0
36.139926579,36.196838785,360.42436468,408.0
36.141825971,36.194061539,379.15423407,408.0
36.147167313,36.197211072,367.13356191,408.0
36.145599998,36.204291313,334.72042696,408.0
36.159819953,36.209158123,392.98163578,408.0
36.170308892,36.206932536,663.91942738,408.0
36.170918374,36.197718696,804.20883632,408.0
36.160914525,36.210538931,391.76663762,408.0
36.160553258,36.198926012,541.81409784,408.0
36.16769588,36.197039772,783.30910789,408.0
36.165762458,36.1910067,800.05745881,408.0
36.164473175,36.201152794,642.28137325,408.0
36.141056875,36.191043245,386.69836552,408.0
36.17533229,36.210046422,724.22448428,408.0
36.163788578,36.200536387,631.04276122,408.0
36.166471592,36.199524235,729.88508949,408.0
36.159837614,36.196077664,577.64794299,408.0
36.162935912,36.191638094,747.85803043,408.0
36.170570495,36.209016132,625.24911517,408.0
36.160620139,36.208290433,412.13121638,408.0
36.168490359,36.199622671,766.08244556,408.0
36.168126229,36.199351864,763.55695944,408.0
36.139715507,36.192851902,379.00663713,408.0
36.15467286,36.188323624,591.39489346,408.0
36.145627097,36.197509908,363.50368868,408.0
36.173340431,36.204355983,784.8968311,408.0
36.165417279,36.192764723,788.93524128,408.0
36.152264871,36.195517257,423.24955233,408.0
36.170938447,36.205018421,723.30113819,408.0
36.144132998,36.202113689,341.06132673,408.0
36.159288902,36.202893857,444.68055079,408.0
36.16835215,36.203617205,686.53367377,408.0
36.164962678,36.210859722,438.65364717,408.0
36.156715921,36.189652884,625.26324568,408.0
36.166520673,36.189654484,800.75747468,408.0
36.166588034,36.189751966,801.29903807,408.0
36.168613367,36.20746041,598.02796356,408.0
36.156332684,36.200580168,416.57960484,408.0
36.149451835,36.198940947,369.1576159,408.0
36.171908276,36.198578965,806.87657068,408.0
36.158586359,36.203632399,422.07762629,408.0
36.158011882,36.19626039,524.57042705,408.0
36.168905543,36.196370482,798.88644336,408.0
36.149264337,36.204834848,347.05019003,408.0
36.165415904,36.196763412,746.71720545,408.0
36.140972693,36.191104727,386.37887366,408.0
36.166111984,36.2050182,594.66424159,408.0
36.160966669,36.199501255,545.75972043,408.0
36.139445316,36.197191178,357.41488043,408.0
36.167353781,36.201358458,714.8939795,408.0
36.144299586,36.189877752,398.58114952,408.0
36.168231035,36.202476485,710.21513316,408.0
36.168490764,36.199566336,766.80973628,408.0
36.150974976,36.1994311,377.31271676,408.0
36.165906263,36.191638361,800.29313539,408.0
36.150450747,36.199786927,371.7493534,408.0
36.171601073,36.199422906,804.18722324,408.0
36.166769707,36.194023631,797.37960355,408.0
36.14755853,36.190599561,409.98535166,408.0
36.150317102,36.192077529,425.45100792,408.0
36.144371487,36.20058546,348.55769806,408.0
36.147322151,36.190361751,410.4273071,408.0
36.162010401,36.199956384,575.97455098,408.0
36.158310483,36.198320775,487.87128571,408.0
36.151985553,36.211225734,346.98200351,408.0
36.14810907,36.194043077,387.28692013,408.0
36.149608509,36.208075387,343.17022301,408.0
36.169285341,36.203377433,715.27613719,408.0
36.159898427,36.196370211,573.09372134,408.0
36.166789259,36.200316891,723.1719404,408.0
36.157781977,36.203553329,409.11293123,408.0
36.173671794,36.202809972,801.88198966,408.0
36.137169219,36.207117273,312.11706639,408.0
36.150092588,36.19538185,394.63700024,408.0
36.15938,36.19700838,543.24822268,408.0
36.170165658,36.201732992,764.84086178,408.0
36.166217473,36.194334137,789.16970979,408.0
36.168782586,36.196704369,796.40816185,408.0
36.164910794,36.19976263,683.45381744,408.0
36.166611212,36.197646707,760.35917591,408.0
36.163216308,36.19348262,733.2605094,408.0
36.164679392,36.193328401,770.90824177,408.0
36.155908221,36.189332892,608.85447205,408.0
36.151814964,36.210792303,347.09068111,408.0
36.175262243,36.20858743,755.82820356,408.0
36.167078744,36.207258242,559.75200307,408.0
36.142997215,36.197286888,363.5368174,408.0
36.158973924,36.193435185,610.79744191,408.0
36.149678808,36.202072269,357.1457577,408.0
36.171208588,36.204965672,731.34044448,408.0
36.173724453,36.203524201,797.44546317,408.0
36.162882201,36.198362169,638.10773702,408.0
36.167174304,36.198475545,759.06122727,408.0
36.169927405,36.198643694,794.54984754,408.0
36.16031709,36.196919955,574.69807278,408.0
36.143948789,36.195746908,372.06041962,408.0
36.143439004,36.191700371,390.91751678,408.0
36.16618712,36.200954606,697.13280708,408.0
36.169498969,36.201364084,758.45573503,408.0
36.146271493,36.204721404,335.33831223,408.0
36.152210286,36.19670387,410.20388261,408.0
36.152754195,36.204884436,361.66047032,408.0
36.146179579,36.208440628,327.50142212,408.0
36.169696448,36.206335546,658.57724923,408.0
36.152498201,36.203759949,364.40323604,408.0
36.161151163,36.191773259,700.24754569,408.0
36.141342303,36.210361754,313.54241695,408.0
36.170899211,36.199098144,800.51581006,408.0
36.167784356,36.197877453,775.94138079,408.0
36.161296962,36.200519286,540.11761339,408.0
36.148233946,36.198608014,364.44087028,408.0
36.16458576,36.19393179,762.57108757,408.0
36.166442596,36.19467137,789.4117164,408.0
36.140125593,36.208900651,311.06268274,408.0
36.169704627,36.200702453,771.80429778,408.0
36.173126035,36.206297016,754.93519583,408.0
36.140597564,36.197716796,357.13292775,408.0
36.167166527,36.201093212,716.30224555,408.0
36.173681266,36.205677506,774.75301086,408.0
36.138133999,36.206921503,312.26434461,408.0
36.162104462,36.199532223,587.08201381,408.0
36.141111521,36.208374627,312.12833188,408.0
36.147915493,36.19018526,416.84182319,408.0
36.170617775,36.202306771,764.32382007,408.0
36.170816309,36.206663966,685.6373037,408.0
36.1511697,36.193404474,426.4446946,408.0
36.165065513,36.19131758,791.31621273,408.0
36.147284518,36.202015119,347.7922587,408.0
36.173950153,36.203409595,800.36615988,408.0
36.14048739,36.205285532,319.37288244,408.0
36.14316854,36.209273325,316.14301847,408.0
36.145811983,36.20158203,346.12611955,408.0
36.163912597,36.199180569,660.36605821,408.0
36.166927219,36.201764411,696.6942148,408.0
36.157213416,36.204740736,392.7455211,408.0
36.16589302,36.202383414,657.1621772,408.0
36.157146472,36.209736685,364.35692348,408.0
36.172099119,36.200553748,802.6084895,408.0
36.169911154,36.206393295,663.83678318,408.0
36.17499669,36.20447991,800.77476886,408.0
36.165107824,36.20447223,582.86068199,408.0
36.16407916,36.199727625,656.28669705,408.0
36.165403198,36.202449684,641.91962748,408.0
36.166273592,36.199096771,732.39045594,408.0
36.171604914,36.20076788,796.67022624,408.0
36.147848994,36.20737062,335.98400644,408.0
36.164745918,36.198119541,706.85102613,408.0
36.172376285,36.202409427,791.23596116,408.0
36.167663454,36.193654721,804.16329886,408.0
36.165454578,36.198385282,723.20302221,408.0
36.143469668,36.192409821,388.23269161,408.0
36.152065251,36.196221062,412.97543972,408.0
36.165664224,36.207276396,526.47121689,408.0
36.172133666,36.201181101,798.89361586,408.0
36.145351507,36.208999689,323.82664398,408.0
36.169378251,36.198249946,791.80790433,408.0
36.151662642,36.201059183,372.42858205,408.0
36.159125699,36.193095495,621.7527192,408.0
36.171457309,36.200164336,799.48904563,408.0
36.140070827,36.200076585,344.2937332,408.0
36.168890796,36.202799204,718.4114174,408.0
36.165657542,36.190753424,799.22834789,408.0
36.166252333,36.195406239,780.12761345,408.0
36.166772069,36.192243268,804.86264824,408.0
36.143391015,36.209594415,316.92682716,408.0
36.15095733,36.196718451,394.87621067,408.0
36.149823916,36.187441364,478.94467563,408.0
36.160431375,36.205549987,440.42718317,408.0
36.166104001,36.198189928,742.52609377,408.0
36.141395722,36.196210117,367.14709775,408.0
36.168920698,36.207497908,606.64788414,408.0
36.172662262,36.208480362,702.96272968,408.0
36.170277318,36.202546064,753.79163635,408.0
36.165801365,36.197161665,750.38745758,408.0
36.162240416,36.202061449,546.37202939,408.0
36.16805931,36.197065677,787.27279893,408.0
36.148334559,36.198457781,365.50571961,408.0
36.171775977,36.205348512,738.71506556,408.0
36.173061212,36.202929519,794.97270452,408.0
36.173119087,36.2040339,785.05013346,408.0
36.168652768,36.197462882,790.29181406,408.0
36.14247081,36.197486006,361.96831726,408.0
36.168655341,36.198389178,782.36154298,408.0
36.169005332,36.198226637,788.01179706,408.0
36.141838479,36.208396281,313.21034205,408.0
36.162488089,36.203692091,523.62565656,408.0
36.142169288,36.211722985,317.5403512,408.0
36.157863323,36.207216188,384.93179191,408.0
36.149870836,36.194405342,399.16132113,408.0
36.172008367,36.200830334,800.15345228,408.0
36.156745372,36.190547071,609.67255465,408.0
36.143152354,36.205282507,324.34039165,408.0
36.170253768,36.20139822,771.28244673,408.0
36.142409257,36.192366158,387.20684491,408.0
36.164667634,36.204033148,581.55443561,408.0
36.139070288,36.200208587,341.65197064,408.0
36.156603327,36.188510047,643.14203122,408.0
36.172643762,36.198766643,808.14110762,408.0
36.149755202,36.191744138,420.638717,408.0
36.154821318,36.188935904,584.55041824,408.0
36.169893709,36.205922341,674.19330389,408.0
36.149824761,36.207330988,345.08513477,408.0
36.150792874,36.211260765,344.99305649,408.0
36.171966634,36.202759526,781.56128513,408.0
36.168097906,36.199077915,766.60974644,408.0
36.14552301,36.199867315,352.91593766,408.0
36.14933165,36.192540143,408.13746018,408.0
36.170304565,36.19959981,791.69688663,408.0
36.147310543,36.192554639,393.31160594,408.0
36.153783003,36.189165546,549.65087792,408.0
36.150591995,36.209366938,345.60135656,408.0
36.174471903,36.205360423,789.62026096,408.0
36.137061294,36.209745886,312.6379623,408.0
36.146990839,36.193053053,388.8695376,408.0
36.157901831,36.189406177,659.21793988,408.0
36.165182,36.203295168,614.7301693,408.0
36.170285263,36.207474895,650.9121457,408.0
36.165870514,36.204794707,594.54311213,408.0
36.168222045,36.200246829,752.67728343,408.0
36.164430409,36.197796366,702.38082191,408.0
36.151965587,36.201095369,373.94393265,408.0
36.173019394,36.200482232,808.27001541,408.0
36.171442025,36.200829582,794.40977228,408.0
36.164814702,36.20844818,482.86321577,408.0
36.147003541,36.203843958,340.57636952,408.0
36.150391655,36.200641886,367.13254325,408.0
36.162885562,36.202210021,565.78245806,408.0
36.139665089,36.205210662,318.62584813,408.0
36.173514542,36.205180946,778.15135579,408.0
36.164445369,36.199937134,665.07166657,408.0
36.13975975,36.201137499,338.71420624,408.0
36.143852283,36.211692318,321.37775523,408.0
36.164254055,36.199084227,673.95465928,408.0
36.163092314,36.197263455,666.38146859,408.0
36.164690198,36.198728429,694.67009973,408.0
36.146050611,36.201954516,345.03345692,408.0
36.172580331,36.20628081,742.48054534,408.0
36.165660029,36.187786686,788.64122243,408.0
36.164323953,36.202941158,597.48524567,408.0
36.149365933,36.194258598,395.01618351,408.0
36.163517911,36.194777664,723.0814903,408.0
36.167131303,36.191441969,806.64806603,408.0
36.175695094,36.211569889,687.07563681,408.0
36.156137127,36.190067224,601.75764615,408.0
36.148997124,36.205932316,343.51057477,408.0
36.167262587,36.197667481,770.68683806,408.0
36.145532713,36.209580143,324.66025485,408.0
36.151125283,36.211739146,345.48614616,408.0
36.141915938,36.187182602,388.06725209,408.0
36.160120281,36.208498177,402.95740234,408.0
36.167345994,36.198412674,762.80029324,408.0
36.150321195,36.190343111,445.59082222,408.0
36.160422734,36.196459012,588.15799446,408.0
36.145703486,36.205584702,330.7471227,408.0
36.169821648,36.203844,718.51277581,408.0
36.163615559,36.19738845,682.38454968,408.0
36.172482853,36.204832747,763.35561393,408.0
36.172283649,36.200108317,805.91354796,408.0
36.148114541,36.211865452,337.11068606,408.0
36.170880242,36.203952149,742.06961364,408.0
36.141696816,36.211363624,315.98409847,408.0
36.149671368,36.194596376,395.62703126,408.0
36.146885946,36.198685981,360.05739622,408.0
36.167243441,36.202553625,685.50794679,408.0
36.163154507,36.197498547,664.22555992,408.0
36.169491917,36.201202347,760.89933447,408.0
36.172642159,36.202334187,795.17444042,408.0
36.137308537,36.18894891,381.13230397,408.0
36.137936443,36.195296105,364.28788298,408.0
36.165192003,36.203873582,600.42583106,408.0
36.148984871,36.205433561,344.4374116,408.0
36.175045621,36.205197661,796.10792148,408.0
36.153823848,36.195473477,451.33682485,408.0
36.143715088,36.1989214,355.54799626,408.0
36.155638771,36.206886842,368.29969495,408.0
36.17198802,36.198610304,807.07898498,408.0
36.140034707,36.196306798,363.56977121,408.0
36.157005754,36.187989429,662.77089207,408.0
36.141987032,36.209369838,313.41203672,408.0
36.166652784,36.208049939,530.78304769,408.0
36.158655688,36.205072418,410.85296594,408.0
36.140094569,36.193190075,378.64560698,408.0
36.167070579,36.192085598,806.19082323,408.0
36.137279596,36.208196941,311.0940386,408.0
36.172958761,36.202763006,795.19452865,408.0
36.173843857,36.20266983,803.9443746,408.0
36.166179391,36.188746068,795.24407609,408.0
36.143919084,36.208682272,318.51744586,408.0
36.170971028,36.205426886,716.0434601,408.0
36.156786825,36.193240479,560.86430759,408.0
36.143919561,36.197259619,364.08997936,408.0
36.148411079,36.201293534,354.17367161,408.0
36.150770217,36.193990135,414.40792234,408.0
36.161548571,36.200436601,550.59991288,408.0
36.148137806,36.208434486,336.28063563,408.0
36.170587904,36.197659855,803.07596574,408.0
36.154355039,36.203901183,372.8268812,408.0
36.140425482,36.211636992,315.80463689,408.0
36.152152336,36.198941059,389.7357546,408.0
36.158153212,36.209150579,375.36729632,408.0
36.171507806,36.206955347,700.38777531,408.0
36.141662435,36.205062019,322.22977851,408.0
36.149252268,36.206309746,344.02329425,408.0
36.146701588,36.210124158,329.86679772,408.0
36.175539385,36.211888221,674.57239877,408.0
36.16194807,36.201148922,552.61944808,408.0
36.15773226,36.200687909,437.77272404,408.0
36.152099569,36.209436603,349.22966402,408.0
36.176047665,36.210711889,717.47512706,408.0
36.167179474,36.206686583,576.6641545,408.0
36.170394332,36.200414588,785.4253648,408.0
36.142244696,36.192128987,387.69410936,408.0
36.167805543,36.200609366,738.718711,408.0
36.147118394,36.191419199,400.53359127,408.0
36.17180792,36.204397422,755.56088403,408.0
36.171599959,36.202939117,773.09518493,408.0
36.150942402,36.201060795,368.38615657,408.0
36.16946406,36.201664296,752.79086889,408.0
36.165727331,36.207780926,516.23337998,408.0
36.170506405,36.198803315,798.78488293,408.0
36.170608467,36.2083379,642.20209883,408.0
36.165654998,36.208383401,501.57021902,408.0
36.147991894,36.198198277,365.27545673,408.0
36.151602348,36.207828212,350.84724253,408.0
36.169992693,36.203273505,734.24418759,408.0
36.170001263,36.199623605,787.91747075,408.0
36.144620082,36.194178342,380.0721901,408.0
36.149183984,36.207211038,342.32014302,408.0
36.164667326,36.200208494,667.48882819,408.0
36.16640501,36.200863993,704.26406698,408.0
36.165417505,36.204006987,603.23423153,408.0
36.165241662,36.203986405,598.93277706,408.0
36.165506149,36.201917115,657.49446988,408.0
36.153215949,36.203365523,369.17319034,408.0
36.174634031,36.205752544,787.45912451,408.0
36.175158828,36.205834452,791.49366149,408.0
36.171017355,36.200298309,794.10470442,408.0
36.167646512,36.196861692,784.38399084,408.0
36.153269493,36.197644484,413.89243564,408.0
36.141778517,36.187763642,387.90817141,408.0
36.167696738,36.206254533,601.51782244,408.0
36.143909882,36.211212952,320.56590605,408.0
36.138001382,36.190011954,381.17663573,408.0
36.158525371,36.193512551,597.84165493,408.0
36.15840263,36.193524236,594.6366832,408.0
36.142845991,36.209741207,315.51986037,408.0
36.16506937,36.196227163,745.43931483,408.0
36.137994188,36.192573793,376.45260231,408.0
36.166469919,36.205944418,578.76094229,408.0
36.174664348,36.204285686,800.09094142,408.0
36.141867201,36.209369827,313.20326612,408.0
36.163573773,36.200750839,619.21224927,408.0
36.145569325,36.199303747,355.36114055,408.0
36.152011129,36.208756631,350.17883127,408.0
36.169418391,36.198315145,791.74893701,408.0
36.157547006,36.192022516,604.00440039,408.0
36.139471476,36.205891491,315.82296884,408.0
36.173825528,36.207301013,753.7065817,408.0
36.173616654,36.207451427,746.75364105,408.0
36.154273745,36.187808556,588.83093546,408.0
36.155542296,36.210761359,353.45137484,408.0
36.141145194,36.192972651,382.00566431,408.0
36.168823662,36.19318652,803.90279234,408.0
36.172446258,36.203891453,775.61408869,408.0
36.172988638,36.199449428,809.2829874,408.0
36.16979292,36.199296827,788.22483576,408.0
36.14575211,36.197376696,364.22695844,408.0
36.162605948,36.19232369,732.00285744,408.0
36.147399329,36.211549989,334.05915242,408.0
36.162529901,36.195484024,679.89650912,408.0
36.173648277,36.202298379,804.55717738,408.0
36.168347698,36.200403891,752.56465387,408.0
36.147874506,36.187963997,440.8275828,408.0
36.16626744,36.19787115,750.69951436,408.0
36.177657623,36.207123409,790.21313598,408.0
36.153050285,36.204488914,364.11930447,408.0
36.16762812,36.196566605,786.82715305,408.0
36.168445483,36.20496741,655.44809727,408.0
36.167675782,36.193313975,805.10468829,408.0
36.167542619,36.193510376,804.23838457,408.0
36.146805321,36.210348304,330.45707338,408.0
36.168174831,36.196851172,790.22114572,408.0
36.173298648,36.203708567,790.90273478,408.0
36.138792603,36.19777372,352.81599758,408.0
36.153755984,36.211736264,348.31061109,408.0
36.167969201,36.198270146,774.24165093,408.0
36.171405285,36.19863342,805.06643214,408.0
36.142098069,36.194585032,377.1368938,408.0
36.152737557,36.203617168,365.95855326,408.0
36.144210391,36.207022419,321.73434635,408.0
36.162728625,36.202281369,558.98001129,408.0
36.165375206,36.188545073,791.9727036,408.0
36.154499932,36.202386728,381.92168516,408.0
36.146980819,36.197843042,363.88511062,408.0
36.166300145,36.208294009,517.46405179,408.0
36.14812663,36.198067755,366.36000524,408.0
36.157284745,36.192441644,589.44806071,408.0
36.164393241,36.197685531,703.07368561,408.0
36.160706291,36.19673283,591.85773016,408.0
36.154608914,36.196998181,442.11720292,408.0
36.152261916,36.203829422,363.18046373,408.0
36.170961815,36.198734693,802.39361802,408.0
36.150632425,36.194425415,408.64727802,408.0
36.166217385,36.190741959,803.3027305,408.0
36.169701684,36.198814708,791.05621042,408.0
36.169411652,36.19878405,788.04338764,408.0
36.170891014,36.203751314,745.92241724,408.0
36.137188897,36.190412657,380.10449389,408.0
36.140893368,36.20375563,327.22742394,408.0
36.144061692,36.201273472,345.01116501,408.0
36.149050189,36.198207879,370.17999783,408.0
36.147496022,36.191700296,400.38489316,408.0
36.173044869,36.206715773,746.25152801,408.0
36.137082661,36.200603576,336.31870421,408.0
36.140479375,36.202093428,335.21047394,408.0
36.148443184,36.19874329,364.7351653,408.0
36.168088468,36.204552261,656.35019622,408.0
36.141999929,36.201190797,342.68483613,408.0
36.161755735,36.20068547,553.82365936,408.0
36.157765342,36.209753967,368.54755112,408.0
36.15167974,36.195673229,412.73016302,408.0
36.16381581,36.198381192,671.46343567,408.0
36.141421903,36.196490942,365.66433086,408.0
36.156912682,36.190201604,620.43430045,408.0
36.143111536,36.210964487,317.82781264,408.0
36.15165463,36.205176815,356.78547667,408.0
36.15011008,36.201314849,362.49736055,408.0
36.170399607,36.20008584,788.69903849,408.0
36.167495225,36.197855397,771.99863423,408.0
36.171800294,36.199457542,805.27437569,408.0
36.165435763,36.200488549,686.07554917,408.0
36.143822965,36.193446126,383.75388891,408.0
36.166194295,36.199240949,728.23565421,408.0
36.151121809,36.197960428,387.78617577,408.0
36.161727152,36.194899647,664.18458847,408.0
36.167237981,36.199495562,745.61573211,408.0
36.163264757,36.208452963,453.17274395,408.0
36.148035108,36.208575174,335.73005842,408.0
36.170924903,36.202135589,772.35570787,408.0
36.150624832,36.211787996,344.57655277,408.0
36.167814716,36.20371724,670.52981208,408.0
36.148401996,36.190603729,417.04448306,408.0
36.173509412,36.202304035,803.57338673,408.0
36.14420256,36.202390467,339.83561653,408.0
36.169069208,36.197462986,794.18321849,408.0
36.148789225,36.191948079,407.83535294,408.0
36.144877816,36.198631131,357.72993892,408.0
36.17132705,36.20210657,779.39969766,408.0
