longitude,latitude,vs30,id_admin2
36.147854529,36.193218566,391.35033667,408.0
36.164509888,36.19792397,702.74759368,408.0
36.150030046,36.206990628,346.53535246,408.0
36.142851199,36.19122454,391.4462458,408.0
36.16797382,36.193029933,805.80697738,408.0
36.165196369,36.19942727,698.21046606,408.0
36.169386949,36.207835979,613.53664933,408.0
36.163924615,36.193674175,749.53682613,408.0
36.13978083,36.210549836,312.91819854,408.0
36.166295078,36.204248617,619.67750758,408.0
36.139563083,36.200392773,341.83859171,408.0
36.143146389,36.201400881,343.25746217,408.0
36.174206933,36.204367493,795.69432839,408.0
36.165102779,36.197438731,728.43314619,408.0
36.165566141,36.193256934,787.83370111,408.0
36.138189334,36.19189128,378.82700368,408.0
36.14625625,36.198899516,358.00863466,408.0
36.171213323,36.198436281,804.51305784,408.0
36.166551224,36.200389164,716.78988618,408.0
36.166001069,36.190323413,801.41003623,408.0
36.140147261,36.204143097,324.09401242,408.0
36.165883117,36.205862115,566.83723273,408.0
36.167604158,36.203137344,679.819286,408.0
36.142623394,36.191873321,389.20705083,408.0
36.168085767,36.199890011,755.46568988,408.0
36.163703656,36.197152414,689.57341026,408.0
36.140842847,36.210443371,313.20665223,408.0
36.162029107,36.197911196,615.15431922,408.0
36.167398347,36.201230772,718.48304102,408.0
36.174578498,36.20761416,762.37573654,408.0
36.149375656,36.203985535,349.69223619,408.0
36.145433966,36.209979012,324.47658297,408.0
36.140827672,36.20739134,313.05690424,408.0
36.167954343,36.204747905,647.74594437,408.0
36.157521391,36.205996909,388.58181846,408.0
36.167446643,36.206462858,589.38481406,408.0
36.151246396,36.211339373,345.81790565,408.0
36.142363753,36.191454361,389.8785839,408.0
36.139928958,36.20825266,311.03638622,408.0
36.149745647,36.20067919,362.98939887,408.0
36.149717627,36.200881141,361.97049791,408.0
36.147800878,36.211474677,335.52418317,408.0
36.164638415,36.199600352,677.5704927,408.0
36.172360736,36.201476227,798.96608947,408.0
36.172481194,36.201607794,799.18747563,408.0
36.172411509,36.201646047,798.21178301,408.0
36.16837122,36.205150045,648.75436599,408.0
36.175474573,36.20984296,731.52400888,408.0
36.149013261,36.209547474,339.60295125,408.0
36.145786456,36.191558766,394.88557319,408.0
36.147395285,36.191366502,402.41490361,408.0
36.172239838,36.204358765,765.28715722,408.0
36.145993665,36.211548938,328.57274599,408.0
36.161887183,36.201604987,542.34211351,408.0
36.164118604,36.198599561,678.0117795,408.0
36.141414713,36.206383796,316.61941502,408.0
36.160132818,36.208762428,400.52488689,408.0
36.163804881,36.202742999,585.40340596,408.0
36.168758329,36.203460847,700.41753469,408.0
36.157902228,36.197540901,494.50641892,408.0
36.147299697,36.1992357,358.75639227,408.0
36.17046872,36.19708396,803.38021815,408.0
36.142115198,36.199248128,352.18613557,408.0
36.15285803,36.203903457,365.39507331,408.0
36.154445808,36.202666426,379.82720236,408.0
36.169482365,36.200642231,768.98492219,408.0
36.153283732,36.201182365,381.41552326,408.0
36.141358047,36.18772304,385.62295613,408.0
36.162915975,36.191223457,751.23813898,408.0
36.169480029,36.197662852,796.40714824,408.0
36.137521097,36.209155104,311.36265057,408.0
36.153702074,36.204442222,367.15350683,408.0
36.162320327,36.197866681,626.80647994,408.0
36.169861818,36.203287255,730.93073981,408.0
36.144483588,36.208974207,320.4474566,408.0
36.145205614,36.188550339,408.76305712,408.0
36.166390157,36.19212228,802.9638564,408.0
36.151964341,36.210400149,347.71449669,408.0
36.152727778,36.196037561,424.80576717,408.0
36.147500959,36.190035821,414.78381394,408.0
36.148589235,36.200713959,357.11307191,408.0
36.16608804,36.188430708,793.15414405,408.0
36.163895852,36.19713243,696.34135769,408.0
36.156093479,36.187195785,652.69849701,408.0
36.137356797,36.202212203,329.54664763,408.0
36.152199166,36.203688609,363.42038889,408.0
36.163830993,36.200838091,626.65539981,408.0
36.165767174,36.189903838,799.02827874,408.0
36.170271487,36.206663522,668.82208157,408.0
36.166954076,36.200311193,726.70297438,408.0
36.164843197,36.198199485,708.50182693,408.0
36.16692923,36.207403752,552.49304048,408.0
36.177040832,36.211669524,706.26574839,408.0
36.143774192,36.206180015,322.68454406,408.0
36.144793745,36.189195484,403.24741895,408.0
36.151083735,36.193993511,419.27260721,408.0
36.146345914,36.206740347,330.38707006,408.0
36.163770158,36.193742525,744.69410201,408.0
36.170240449,36.20727612,653.96713473,408.0
36.166767298,36.200739779,714.781096,408.0
36.16643922,36.192595008,801.74760521,408.0
36.145047139,36.205507777,328.78476776,408.0
36.165956853,36.195948965,769.1228006,408.0
36.149027878,36.204430227,346.92435804,408.0
36.166838142,36.202647927,673.84124787,408.0
36.153359136,36.203809727,368.00219548,408.0
36.146945747,36.192443564,392.64025925,408.0
36.145148993,36.194548954,378.13871507,408.0
36.147273186,36.194754275,379.67666482,408.0
36.138975791,36.194661386,369.73845845,408.0
36.137646706,36.206035149,314.42689557,408.0
36.145418204,36.199816871,353.00022474,408.0
36.142998507,36.211870445,319.54314675,408.0
36.163568439,36.200348741,626.70402395,408.0
36.160417132,36.207466993,418.08834323,408.0
36.172920622,36.204884618,771.33041383,408.0
36.173882664,36.204040949,794.98610892,408.0
36.1679872,36.203566165,678.62038931,408.0
36.152569422,36.209373966,350.27149952,408.0
36.167369827,36.207799606,554.18221572,408.0
36.169155009,36.203386984,711.88470952,408.0
36.161829985,36.196824272,629.57533001,408.0
36.169927364,36.201752274,760.16283411,408.0
36.153064301,36.210214824,349.70238168,408.0
36.160120914,36.197891569,547.673095,408.0
36.14778661,36.19157499,403.12065425,408.0
36.163444394,36.199923298,629.99539488,408.0
36.15183289,36.187547243,522.80624027,408.0
36.157263615,36.207311904,378.3895873,408.0
36.173464551,36.206347441,761.32398288,408.0
36.165178082,36.200700136,674.17606097,408.0
36.173930774,36.205814278,777.17055628,408.0
36.138392008,36.206206939,314.10074042,408.0
36.164865459,36.198634909,701.80392839,408.0
36.168635806,36.200240568,760.21710676,408.0
36.15289075,36.195167182,438.07193663,408.0
36.141235644,36.188729759,386.55171988,408.0
36.157030292,36.191359695,602.60105012,408.0
36.163289859,36.197072142,676.83337127,408.0
36.16802503,36.199929001,753.8030571,408.0
36.15886185,36.192012204,635.75130067,408.0
36.144451151,36.19977341,352.20278468,408.0
36.169885713,36.200091023,781.87047884,408.0
36.14782286,36.211180407,335.32506064,408.0
36.168538396,36.207313739,599.28057458,408.0
36.160072042,36.192525857,658.40922974,408.0
36.168460966,36.193338476,805.04791644,408.0
36.168587597,36.205043969,657.46104159,408.0
36.143339746,36.209429196,316.69257247,408.0
36.16701933,36.19489278,793.90924637,408.0
36.170719936,36.199119846,798.95237546,408.0
36.154782881,36.209869799,353.87432586,408.0
36.166341649,36.207966613,525.67705388,408.0
36.167731926,36.197211043,782.11039421,408.0
36.137182597,36.210352076,313.79390065,408.0
36.142725888,36.205068214,324.28444958,408.0
36.152154889,36.205291482,358.28746302,408.0
36.169968029,36.204147378,715.80466694,408.0
36.152540995,36.204338175,362.57186846,408.0
36.171907431,36.202689532,781.46039591,408.0
36.140179068,36.19419542,374.63305228,408.0
36.150948087,36.198802951,380.86718709,408.0
36.158084717,36.190329415,647.09730097,408.0
36.170946411,36.208610899,647.15504841,408.0
36.143937661,36.211073655,320.39795634,408.0
36.163609129,36.200287515,629.31991307,408.0
36.140784582,36.187726179,383.25886352,408.0
36.143319805,36.18782906,397.49541467,408.0
36.161332626,36.200827185,536.18183269,408.0
36.149298258,36.201821343,356.10759434,408.0
36.162870691,36.203689064,535.42542498,408.0
36.152672491,36.207309343,355.02665465,408.0
36.153356758,36.211823944,347.83269839,408.0
36.157220049,36.205080406,390.69455252,408.0
36.15573013,36.188991262,610.0946237,408.0
36.176730739,36.207488492,785.04806443,408.0
36.142214301,36.189088601,391.30629202,408.0
36.170006556,36.200660426,777.08497092,408.0
36.14721116,36.199405125,357.83442982,408.0
36.142468522,36.203647997,330.55865046,408.0
36.149842507,36.20253887,356.39975342,408.0
36.16544143,36.199626218,701.94661974,408.0
36.149891972,36.211642148,342.77684876,408.0
36.143172555,36.204381238,328.34066494,408.0
36.139323425,36.1911774,382.31250348,408.0
36.160405194,36.193433138,651.07210119,408.0
36.168725094,36.197377151,791.63374139,408.0
36.168230832,36.194632391,802.71994866,408.0
36.164670204,36.198617928,695.94994003,408.0
36.148161624,36.209962187,336.04054845,408.0
36.161824639,36.191943275,716.09091895,408.0
36.168211741,36.201079923,738.3928517,408.0
36.169851451,36.199338084,788.57377516,408.0
36.140163911,36.192421409,381.41426648,408.0
36.141368211,36.208757502,312.33474588,408.0
36.15019868,36.201867169,360.81035432,408.0
36.148633405,36.210677398,338.16599512,408.0
36.169114908,36.203577381,706.65058347,408.0
36.162809859,36.197347493,654.70677344,408.0
36.159532527,36.206365278,414.57504669,408.0
36.168910968,36.206334417,634.633817,408.0
36.148556217,36.195315281,382.13478598,408.0
36.138012032,36.189189946,381.21901868,408.0
36.170777638,36.19824222,802.74568219,408.0
36.147926187,36.191024198,408.84681603,408.0
36.145563926,36.210997095,326.07146132,408.0
36.174847256,36.207882449,762.16481597,408.0
36.165969019,36.200050362,708.95953605,408.0
36.162771928,36.205917372,488.6591017,408.0
36.143923315,36.201773511,342.41808679,408.0
36.166713267,36.20088012,710.84457388,408.0
36.165522536,36.20431542,598.07511757,408.0
36.164085214,36.197619971,694.16687895,408.0
36.143698517,36.199751489,351.62801191,408.0
36.169741499,36.203611239,721.42304042,408.0
36.139403702,36.187858414,380.54714428,408.0
36.150017352,36.203659184,353.82218722,408.0
36.165791535,36.195489223,771.12658655,408.0
36.146565873,36.208376304,329.23168217,408.0
36.146796534,36.208722902,330.08950383,408.0
36.167459438,36.197388175,776.69999129,408.0
36.144246069,36.208655592,319.66238774,408.0
36.143062269,36.210380831,316.76477362,408.0
36.154770023,36.205743496,367.71850958,408.0
36.154717743,36.207523108,361.33555482,408.0
36.163979847,36.200779169,633.05272635,408.0
36.151810755,36.196816054,404.06161143,408.0
36.161547421,36.197857502,598.46708093,408.0
36.153754944,36.201478372,382.60450983,408.0
36.143914234,36.200788255,347.14112065,408.0
36.138211631,36.192225977,377.94646734,408.0
36.152840684,36.203839103,365.5606683,408.0
36.165530792,36.196823802,748.68939186,408.0
36.170868205,36.200567829,790.00142366,408.0
36.168366761,36.205059656,650.93244364,408.0
36.151419329,36.195522242,410.37427888,408.0
36.163190253,36.202098495,578.5397387,408.0
36.16896765,36.199760693,772.01674698,408.0
36.159350025,36.198178142,517.75070821,408.0
36.145062141,36.192013553,391.19223381,408.0
36.15398738,36.198885358,408.06109161,408.0
36.149246678,36.19564747,384.94491057,408.0
36.139333826,36.192377345,379.700856,408.0
36.154975464,36.201603116,391.35024522,408.0
36.168317102,36.207015152,599.95387176,408.0
36.151866167,36.201077824,373.47644055,408.0
36.156208642,36.200734507,413.1684061,408.0
36.150685551,36.211880096,344.69582031,408.0
36.148572848,36.208695215,338.06925614,408.0
36.150772142,36.209540792,345.96855519,408.0
36.167458105,36.195966528,790.04637601,408.0
36.137456875,36.195876775,360.2097808,408.0
36.140633303,36.207416003,312.76992036,408.0
36.142621708,36.195470182,373.16498052,408.0
36.166161007,36.199290159,726.6457389,408.0
36.168691332,36.198603389,780.73027375,408.0
36.167669172,36.2084939,546.35935424,408.0
36.15011098,36.206059168,348.54684707,408.0
36.160737459,36.206295147,437.58277825,408.0
36.163742464,36.200609815,627.98412902,408.0
36.164152075,36.200576685,643.02826704,408.0
36.152878847,36.204188901,364.44979125,408.0
36.143444379,36.20907023,316.9243739,408.0
36.143465216,36.202126974,340.01950805,408.0
36.146336153,36.201152384,348.87918852,408.0
36.173139312,36.208238305,720.76613408,408.0
36.166871568,36.201052009,710.78455977,408.0
36.168792605,36.198062879,786.97399522,408.0
36.142494261,36.209560588,314.54910716,408.0
36.164902885,36.198941909,697.67512317,408.0
36.159484227,36.194647521,598.73399335,408.0
36.172309292,36.201009014,801.64525184,408.0
36.172446439,36.208276054,701.06073813,408.0
36.166820624,36.19349225,800.65481637,408.0
36.137117462,36.200776477,335.63431473,408.0
36.146744007,36.20147734,348.4464573,408.0
36.14464904,36.201115616,346.45943158,408.0
36.172596379,36.201808077,798.85925199,408.0
36.168932428,36.195032999,803.16323212,408.0
36.143424321,36.194192427,380.09983494,408.0
36.167534753,36.200997992,726.00141077,408.0
36.156038801,36.207157769,369.66359828,408.0
36.164362438,36.19069995,782.87897107,408.0
36.165889916,36.188572041,793.79259179,408.0
36.170644333,36.205479032,705.88038289,408.0
36.170736375,36.20001201,793.28767058,408.0
36.165604688,36.199083081,715.83697875,408.0
36.164359973,36.197453203,705.93505969,408.0
36.14136932,36.198878533,352.64865301,408.0
36.165545617,36.199917869,699.80107129,408.0
36.16018686,36.192442458,663.07851354,408.0
36.160346665,36.192677717,663.41465077,408.0
36.159805683,36.199557641,505.7062932,408.0
36.150526949,36.205181493,352.30069224,408.0
36.155692718,36.193839092,521.24711145,408.0
36.147302992,36.210423281,332.61116746,408.0
36.162043242,36.200829345,561.7702871,408.0
36.173995786,36.210563325,684.63920568,408.0
36.160258206,36.206806136,422.6508248,408.0
36.153501841,36.192878918,482.70118911,408.0
36.177990288,36.20726006,789.44589657,408.0
36.173529217,36.20493674,781.29851506,408.0
36.165064617,36.207527545,507.33793018,408.0
36.170566958,36.200521074,786.62041613,408.0
36.150996449,36.206703375,350.96691146,408.0
36.173281744,36.201293983,806.85473357,408.0
36.169756475,36.199446744,786.45900065,408.0
36.140703807,36.191658021,384.7190863,408.0
36.147289203,36.194387156,381.7876082,408.0
36.169106487,36.198452156,787.28621031,408.0
36.14918264,36.211391625,340.47686621,408.0
36.162477384,36.197682983,636.16528798,408.0
36.169493914,36.201611915,754.26082178,408.0
36.151019301,36.197868352,387.46134719,408.0
36.147736144,36.209345118,334.15662855,408.0
36.172446244,36.2056117,750.46703238,408.0
36.154711584,36.200798327,395.71456126,408.0
36.163613163,36.191915002,760.90738348,408.0
36.174157183,36.203889672,798.85979336,408.0
36.144864019,36.209319564,321.91005421,408.0
36.162426534,36.198744963,613.86317423,408.0
36.153594245,36.198281563,410.52030569,408.0
36.163307213,36.192660897,746.01886016,408.0
36.172154661,36.204095213,767.37660002,408.0
36.161813604,36.200406318,560.81572172,408.0
36.156134877,36.191285138,579.72565491,408.0
36.150478347,36.211100574,344.31610717,408.0
36.169893014,36.198903909,792.43907131,408.0
36.161614269,36.199035739,577.95374391,408.0
36.153688783,36.203594934,370.53220484,408.0
36.146392955,36.210495956,328.84547245,408.0
36.174004379,36.202967887,803.43318857,408.0
36.147225586,36.211660665,333.52586505,408.0
36.150234197,36.201254685,363.47760824,408.0
36.142731049,36.210768498,316.54891771,408.0
36.149324661,36.19503017,389.42358744,408.0
36.154355076,36.197065217,436.99045336,408.0
36.152489619,36.188409023,525.9165059,408.0
36.169065024,36.201725475,743.75851764,408.0
36.165960261,36.202190306,663.60197489,408.0
36.159618748,36.193615185,624.60810319,408.0
36.15991977,36.1936924,631.65848718,408.0
36.143916879,36.19389384,381.58499743,408.0
36.144886297,36.197899637,361.20325628,408.0
36.152048203,36.206049785,355.99779278,408.0
36.148132696,36.19132615,407.71297936,408.0
36.167735551,36.200931064,731.45117592,408.0
36.147942972,36.206147639,338.34426979,408.0
36.173830079,36.204954606,785.6208483,408.0
36.16309639,36.201036036,596.4247284,408.0
36.151369363,36.200567693,373.37735306,408.0
36.161175592,36.198229149,577.47756448,408.0
36.159804231,36.208635579,397.52536234,408.0
36.162437276,36.205168431,494.28198392,408.0
36.138968229,36.204697376,320.02863943,408.0
36.170619205,36.199251908,797.32770726,408.0
36.137127239,36.194808207,365.1153515,408.0
36.153065201,36.187464273,558.91306109,408.0
36.139825094,36.2077382,311.47088569,408.0
36.139178612,36.188668177,381.52612192,408.0
36.152242481,36.211639871,346.97622288,408.0
36.16164498,36.199835535,564.51866371,408.0
36.167885136,36.19705186,785.43828428,408.0
36.142430534,36.187547013,391.63331569,408.0
36.166335985,36.196008206,775.24841063,408.0
36.169864279,36.201773179,758.63929739,408.0
36.159471636,36.197807015,528.95113198,408.0
36.143262032,36.201634352,342.23072787,408.0
36.165110194,36.193590865,777.13706462,408.0
36.167849026,36.197251324,783.16932696,408.0
36.168325111,36.197216787,788.86082948,408.0
36.16865969,36.198458251,781.74857904,408.0
36.142864485,36.190470732,392.95400815,408.0
36.161244325,36.209930273,402.0260357,408.0
36.149797727,36.19286837,410.70436431,408.0
36.165954596,36.192055557,799.41352076,408.0
36.165848343,36.191726339,799.46134112,408.0
36.163166884,36.197860193,657.93885085,408.0
36.160405043,36.194480485,630.00153523,408.0
36.169622059,36.203887567,712.556665,408.0
36.147672939,36.209043974,333.91854625,408.0
36.171974286,36.198460699,806.96466093,408.0
36.141898714,36.192394746,386.04921037,408.0
36.142132792,36.208970892,313.58622055,408.0
36.173654829,36.203885607,793.72490345,408.0
36.175798795,36.208720561,760.07914541,408.0
36.165779629,36.205722938,567.91691675,408.0
36.170054683,36.205824057,681.23889835,408.0
36.163115852,36.197155824,669.20824722,408.0
36.174544628,36.205761804,786.34177123,408.0
36.167103336,36.19681644,777.87460656,408.0
36.167414754,36.196884865,781.30646193,408.0
36.146277653,36.197520674,364.11244635,408.0
36.16179614,36.198951554,586.31206181,408.0
36.167357071,36.201026561,721.69836409,408.0
36.154658895,36.208951259,356.24127222,408.0
36.178507851,36.208244826,783.49443787,408.0
36.168536556,36.199496479,768.43040752,408.0
36.167009756,36.19769546,766.39149686,408.0
36.153915239,36.198385948,413.09954621,408.0
36.15290987,36.203857143,365.79166182,408.0
36.15266639,36.204187075,363.58296399,408.0
36.156579717,36.20935332,362.79254241,408.0
36.163644555,36.194752304,727.18001739,408.0
36.167942511,36.198949238,765.71773085,408.0
36.163614859,36.210107656,431.29960434,408.0
36.138447742,36.191099211,380.84455663,408.0
36.162491806,36.201314962,569.1977499,408.0
36.145174098,36.208901553,323.12092016,408.0
36.142246646,36.197798631,359.97196088,408.0
36.17229105,36.200477205,804.41058128,408.0
36.153710477,36.188413917,561.03969455,408.0
36.170972049,36.199623149,798.37261086,408.0
36.165983506,36.188319092,792.35780863,408.0
36.170326475,36.198255309,799.89776702,408.0
36.139727039,36.207413983,311.9142168,408.0
